country,week,covid_deaths,non_covid_deaths
Romania,9,550,5689
Romania,10,583,5819
Romania,11,725,6126
Romania,12,906,6226
Romania,13,956,6258
Romania,14,1065,6115
Romania,15,1097,6044
Romania,16,1162,5607
Romania,17,888,5597
Romania,18,684,5202
Romania,19,557,5039
Romania,20,418,4873
Romania,21,335,4626
Romania,22,539,4300
Romania,23,1019,3845
Romania,24,492,4156
Romania,25,927,4591
Romania,26,675,4135
Romania,27,289,4385
Romania,28,36,4901
Romania,29,15,4613
Romania,30,18,4974
Romania,31,30,4818
Romania,32,32,4470
Romania,33,64,4595
Romania,34,116,4463
Romania,35,161,4512
Romania,36,301,5021
Romania,37,524,5435
Romania,38,827,5515
Romania,39,1203,6251
Romania,40,1876,7544
Romania,41,2361,8436
Romania,42,2898,8709
Romania,43,3072,8251
Romania,44,3004,7764
Romania,45,2314,6561
Romania,46,1890,6032
Romania,47,1316,5605
Romania,48,824,5402
Romania,49,597,5295
Romania,50,500,5204
Romania,51,355,5454
Romania,52,245,5372
Romania,1,215,5573
Romania,2,229,5553
Romania,3,307,5694
Romania,4,437,6128
Romania,5,658,6711
Romania,6,959,6747
Romania,7,938,6695
Romania,8,814,6062
Romania,9,608,5725
Romania,10,400,5635
Romania,11,324,5292
Romania,12,220,5363
Romania,13,185,5568
Romania,14,117,5118
Romania,15,130,5047
Romania,16,90,4763
Romania,17,66,4878
Romania,18,69,4505
Romania,19,50,4649
Romania,20,40,4423
Romania,21,26,4199
Portugal,1,0,2510
Portugal,2,0,2665
Portugal,3,0,2772
Portugal,4,0,2671
Portugal,5,0,2691
Portugal,6,0,2490
Portugal,7,0,2288
Portugal,8,0,2360
Portugal,9,0,2309
Portugal,10,0,2182
Portugal,11,0,2362
Portugal,12,14,2426
Portugal,13,105,2439
Portugal,14,176,2478
Portugal,15,209,2400
Portugal,16,210,2180
Portugal,17,189,2122
Portugal,18,140,2034
Portugal,19,92,2080
Portugal,20,83,1974
Portugal,21,98,1973
Portugal,22,94,2241
Portugal,23,69,1954
Portugal,24,38,1833
Portugal,25,13,1929
Portugal,26,34,2087
Portugal,27,50,2011
Portugal,28,46,2190
Portugal,29,29,2622
Portugal,30,28,2412
Portugal,31,21,2196
Portugal,32,18,2072
Portugal,33,22,1919
Portugal,34,18,1996
Portugal,35,23,2055
Portugal,36,21,2040
Portugal,37,27,2212
Portugal,38,45,2082
Portugal,39,41,1850
Portugal,40,52,2090
Portugal,41,75,2082
Portugal,42,101,2115
Portugal,43,135,2093
Portugal,44,228,2246
Portugal,45,352,2210
Portugal,46,485,2253
Portugal,47,516,2192
Portugal,48,530,2171
Portugal,49,536,2317
Portugal,50,596,2435
Portugal,51,575,2348
Portugal,52,485,2316
Portugal,53,499,2663
Portugal,1,685,3151
Portugal,2,1058,3560
Portugal,3,1608,3436
Portugal,4,2013,2805
Portugal,5,1676,2297
Portugal,6,1163,2231
Portugal,7,641,2221
Portugal,8,355,2180
Portugal,9,223,2131
Portugal,10,144,1994
Portugal,11,84,2031
Portugal,12,69,1988
Portugal,13,42,2091
Portugal,14,37,1959
Portugal,15,29,1937
Portugal,16,20,1896
Portugal,17,12,1881
Portugal,18,15,2031
Portugal,19,15,1897
Portugal,20,10,1828
Portugal,21,6,1990
Portugal,22,11,1873
Portugal,23,13,1934
Portugal,24,18,1969
Portugal,25,19,1835
Portugal,26,28,1926
Portugal,27,44,1909
Portugal,28,51,2007
Portugal,29,85,1875
Portugal,30,77,1902
Portugal,31,98,1968
Portugal,32,95,1994
Portugal,33,77,2052
Portugal,34,82,2013
Portugal,35,77,2006
Portugal,36,63,1931
Portugal,37,46,1877
Portugal,38,47,1987
Portugal,39,39,1977
Portugal,40,48,2082
Portugal,41,56,2084
Portugal,42,36,2015
Portugal,43,24,2163
Portugal,44,46,2089
Portugal,45,54,2371
Portugal,46,64,2406
Portugal,47,96,2472
Portugal,48,120,2621
Portugal,49,121,2507
Portugal,50,120,2384
Portugal,51,96,2500
Portugal,52,116,2423
Portugal,1,123,2346
Portugal,2,190,2365
Portugal,3,266,2528
Portugal,4,287,2503
Portugal,5,366,2509
Portugal,6,308,2394
Portugal,7,301,2403
Portugal,8,208,2265
Portugal,9,160,2238
Portugal,10,86,2360
Portugal,11,123,2295
Portugal,12,137,2305
Portugal,13,171,2298
Portugal,14,158,2256
Portugal,15,119,2320
Portugal,16,169,2137
Portugal,17,118,2168
Portugal,18,140,2079
Portugal,19,163,2287
Portugal,20,171,2182
Portugal,21,227,2107
Portugal,22,262,2123
Portugal,23,288,2209
Portugal,24,215,2451
Portugal,25,267,1891
Portugal,26,136,1978
Poland,1,0,8463
Poland,2,0,8242
Poland,3,0,8059
Poland,4,0,8015
Poland,5,0,8560
Poland,6,0,8343
Poland,7,0,8624
Poland,8,0,8474
Poland,9,0,8471
Poland,10,0,8364
Poland,11,3,8407
Poland,12,4,8318
Poland,13,15,8133
Poland,14,72,7919
Poland,15,138,7858
Poland,16,128,8056
Poland,17,175,7568
Poland,18,143,7614
Poland,19,122,7459
Poland,20,125,7433
Poland,21,71,7475
Poland,22,68,7564
Poland,23,93,7715
Poland,24,90,7650
Poland,25,109,7286
Poland,26,82,7293
Poland,27,79,7578
Poland,28,54,7255
Poland,29,53,7452
Poland,30,47,7522
Poland,31,60,7727
Poland,32,76,7876
Poland,33,70,8001
Poland,34,78,7869
Poland,35,78,7365
Poland,36,87,7470
Poland,37,68,7636
Poland,38,105,8126
Poland,39,139,8080
Poland,40,198,8215
Poland,41,374,8813
Poland,42,569,9662
Poland,43,865,11499
Poland,44,1345,13398
Poland,45,2089,14155
Poland,46,2476,13157
Poland,47,3270,11558
Poland,48,3411,10216
Poland,49,3060,9922
Poland,50,2775,9243
Poland,51,2533,9146
Poland,52,1721,10407
Poland,53,2001,9774
Poland,1,2070,9408
Poland,2,2166,8808
Poland,3,2008,9014
Poland,4,1817,8580
Poland,5,1907,7973
Poland,6,1720,8207
Poland,7,1364,8753
Poland,8,1598,8296
Poland,9,1516,8639
Poland,10,1893,8942
Poland,11,2122,9443
Poland,12,2584,10021
Poland,13,3057,10776
Poland,14,3480,10317
Poland,15,3611,9180
Poland,16,3383,8613
Poland,17,2653,8421
Poland,18,1944,8140
Poland,19,1652,8026
Poland,20,1264,7415
Poland,21,810,7423
Poland,22,414,7743
Poland,23,421,7716
Poland,24,255,8092
Poland,25,151,8208
Poland,26,105,7438
Poland,27,76,7581
Poland,28,55,7828
Poland,29,27,7325
Poland,30,19,7806
Poland,31,24,7368
Poland,32,14,7565
Poland,33,17,7393
Poland,34,24,7380
Poland,35,39,7366
Poland,36,46,8032
Poland,37,63,7767
Poland,38,84,8003
Poland,39,123,8021
Poland,40,174,8304
Poland,41,243,8297
Poland,42,335,8521
Poland,43,552,8938
Poland,44,758,9163
Poland,45,1110,9661
Poland,46,1955,10085
Poland,47,2215,10510
Poland,48,2638,10748
Poland,49,2804,10981
Poland,50,3006,10825
Poland,51,2842,10891
Poland,52,3265,10276
Poland,1,2150,9843
Poland,2,2563,8214
Poland,3,1539,8454
Poland,4,1317,8837
Poland,5,1436,9111
Poland,6,1523,9163
Poland,7,1697,8695
Poland,8,1499,8317
Poland,9,1229,7981
Poland,10,898,8257
Poland,11,775,7996
Poland,12,610,8270
Poland,13,517,8375
Poland,14,290,8274
Poland,15,203,8221
Poland,16,110,8616
Poland,17,111,8169
Poland,18,79,8105
Poland,19,69,7813
Poland,20,61,7494
Poland,21,43,7392
Poland,22,38,7286
Poland,23,22,7363
Poland,24,22,6996
Poland,25,24,6987
Peru,1,0,2705.7
Peru,2,0,2778
Peru,3,0,2666.4
Peru,4,0,2736.6
Peru,5,0,2597.3
Peru,6,0,2722.7
Peru,7,0,2756.8
Peru,8,0,2765.3
Peru,9,0,2821.6
Peru,10,2,2766.4
Peru,11,3,2823.9
Peru,12,29,2535.3
Peru,13,61,2452.3
Peru,14,222,2520.9
Peru,15,529,2362.8
Peru,16,940,2576.9
Peru,17,1702,2723.9
Peru,18,2516,2924.1
Peru,19,3254,2980.3
Peru,20,3577,3271.8
Peru,21,3809,3430
Peru,22,4066,3343.1
Peru,23,4124,3402
Peru,24,4176,3393.6
Peru,25,4330,3063.2
Peru,26,3530,3372
Peru,27,3755,3217.1
Peru,28,3903,3363.6
Peru,29,4901,2665.4
Peru,30,3480,4154.5
Peru,31,4376,3332.9
Peru,32,4433,3465.2
Peru,33,4322,3164.7
Peru,34,3786,3010.7
Peru,35,3401,2813.1
Peru,36,2674,2615.2
Peru,37,2214,2598.9
Peru,38,1889,2523.1
Peru,39,1591,2385.2
Peru,40,1213,2486.8
Peru,41,1170,2438.3
Peru,42,978,2505.9
Peru,43,860,2572.9
Peru,44,772,2472.7
Peru,45,739,2595
Peru,46,730,2582.8
Peru,47,646,2573.2
Peru,48,661,2478.5
Peru,49,686,2496
Peru,50,747,2556.2
Peru,51,816,2696.7
Peru,52,880,2747.5
Peru,53,1082,2758.1
Peru,1,1401,2838.8
Peru,2,2027,2903.9
Peru,3,2907,3160.4
Peru,4,3900,3233.7
Peru,5,4052,3415.6
Peru,6,4761,3421
Peru,7,5122,3088.7
Peru,8,4757,3106.1
Peru,9,4737,3241.9
Peru,10,4296,3559.6
Peru,11,4741,3162.5
Peru,12,4994,3063.6
Peru,13,5157,3249.3
Peru,14,5460,3550.2
Peru,15,5356,3612.7
Peru,16,5963,2811.2
Peru,17,4914,3272.3
Peru,18,4983,2645.1
Peru,19,4093,2856.8
Peru,20,3409,3032.6
Peru,21,2786,3200.6
Peru,22,2682,2942.1
Peru,23,2635,2387.3
Peru,24,1494,3114.8
Peru,25,1382,2896.1
Peru,26,1646,2413.1
Peru,27,1836,1994.5
Peru,28,759,2786.6
Peru,29,744,2716.6
Peru,30,548,2817.9
Peru,31,512,2748.7
Peru,32,443,2870.8
Peru,33,486,2635.4
Peru,34,236,3069.3
Peru,35,373,2805.8
Peru,36,276,2795.4
Peru,37,302,2769.4
Peru,38,256,2876
Peru,39,193,2872.1
Peru,40,190,2972.9
Peru,41,168,2905.6
Peru,42,209,2840.1
Peru,43,194,2782.8
Peru,44,184,2944.9
Peru,45,205,2820.7
Peru,46,231,2746.9
Peru,47,242,2824.1
Peru,48,271,2898.3
Peru,49,391,2879.3
Peru,50,455,2722.8
Peru,51,299,2989.3
Peru,52,258,3266.3
Peru,1,285,3390.3
Peru,2,397,3536.7
Peru,3,859,3648.8
Peru,4,1182,3642.6
Peru,5,1479,3241.4
Peru,6,1397,2936.4
Peru,7,1087,2757.4
Peru,8,1070,2419.3
Peru,9,570,2840.6
Peru,10,438,2832.3
Peru,11,319,2901.3
Peru,12,263,2686.2
Peru,13,200,2731.1
Peru,14,158,2913.4
Peru,15,144,2792.4
Peru,16,112,2868
Peru,17,99,2783.2
Peru,18,105,2846.3
Peru,19,94,3029.5
Peru,20,93,2855.1
Peru,21,67,3000.2
Peru,22,86,3023.7
Peru,23,65,3002.2
Peru,24,65,3080.9
Peru,25,73,3070.7
Peru,26,89,3155.7
Peru,27,134,3018.2
Norway,1,0,862
Norway,2,0,952
Norway,3,0,837
Norway,4,0,862
Norway,5,0,815
Norway,6,0,796
Norway,7,0,855
Norway,8,0,813
Norway,9,0,836
Norway,10,0,799
Norway,11,3,823
Norway,12,4,806
Norway,13,18,836
Norway,14,46,785
Norway,15,57,783
Norway,16,37,779
Norway,17,36,741
Norway,18,10,739
Norway,19,8,734
Norway,20,13,673
Norway,21,3,737
Norway,22,1,661
Norway,23,2,675
Norway,24,4,727
Norway,25,2,737
Norway,26,5,679
Norway,27,2,695
Norway,28,1,667
Norway,29,3,751
Norway,30,0,731
Norway,31,0,746
Norway,32,1,737
Norway,33,5,729
Norway,34,3,743
Norway,35,0,699
Norway,36,0,710
Norway,37,1,784
Norway,38,2,771
Norway,39,3,740
Norway,40,5,778
Norway,41,0,743
Norway,42,3,710
Norway,43,1,795
Norway,44,3,788
Norway,45,3,774
Norway,46,9,771
Norway,47,12,788
Norway,48,22,752
Norway,49,26,762
Norway,50,33,808
Norway,51,17,806
Norway,52,17,813
Norway,53,15,825
Norway,1,36,794
Norway,2,45,823
Norway,3,27,833
Norway,4,20,831
Norway,5,18,775
Norway,6,10,803
Norway,7,15,753
Norway,8,15,741
Norway,9,10,695
Norway,10,7,783
Norway,11,9,779
Norway,12,8,761
Norway,13,17,702
Norway,14,11,767
Norway,15,24,727
Norway,16,28,724
Norway,17,20,757
Norway,18,11,684
Norway,19,7,698
Norway,20,7,733
Norway,21,2,726
Norway,22,2,723
Norway,23,5,722
Norway,24,1,684
Norway,25,2,694
Norway,26,2,717
Norway,27,2,768
Norway,28,0,716
Norway,29,3,753
Norway,30,0,744
Norway,31,5,762
Norway,32,4,773
Norway,33,3,786
Norway,34,3,782
Norway,35,8,783
Norway,36,5,781
Norway,37,14,806
Norway,38,9,808
Norway,39,11,795
Norway,40,10,794
Norway,41,13,789
Norway,42,10,836
Norway,43,6,888
Norway,44,22,896
Norway,45,29,926
Norway,46,49,867
Norway,47,51,897
Norway,48,43,925
Norway,49,43,1004
Norway,50,68,910
Norway,51,53,915
Norway,52,48,882
Norway,1,45,913
Norway,2,31,880
Norway,3,33,790
Norway,4,25,796
Norway,5,28,893
Norway,6,46,843
Norway,7,35,870
Norway,8,50,940
Norway,9,66,904
Norway,10,89,841
Norway,11,73,918
Norway,12,170,816
Norway,13,179,715
Norway,14,149,799
Norway,15,116,746
Norway,16,88,752
Norway,17,61,775
Norway,18,74,760
Norway,19,55,774
Norway,20,33,807
Norway,21,47,697
Norway,22,31,762
Norway,23,38,730
Norway,24,40,748
Norway,25,30,846
Norway,26,57,720
Norway,27,78,733
New Zealand,1,0,591
New Zealand,2,0,581
New Zealand,3,0,641
New Zealand,4,0,609
New Zealand,5,0,615
New Zealand,6,0,588
New Zealand,7,0,618
New Zealand,8,0,622
New Zealand,9,0,595
New Zealand,10,0,611
New Zealand,11,0,601
New Zealand,12,0,619
New Zealand,13,1,612
New Zealand,14,3,625
New Zealand,15,8,643
New Zealand,16,6,657
New Zealand,17,2,631
New Zealand,18,1,560
New Zealand,19,1,628
New Zealand,20,0,617
New Zealand,21,1,607
New Zealand,22,0,603
New Zealand,23,0,623
New Zealand,24,0,643
New Zealand,25,0,643
New Zealand,26,0,621
New Zealand,27,0,618
New Zealand,28,0,617
New Zealand,29,0,693
New Zealand,30,0,683
New Zealand,31,0,676
New Zealand,32,0,643
New Zealand,33,0,634
New Zealand,34,0,655
New Zealand,35,2,599
New Zealand,36,0,630
New Zealand,37,1,623
New Zealand,38,0,605
New Zealand,39,0,611
New Zealand,40,0,651
New Zealand,41,0,609
New Zealand,42,0,615
New Zealand,43,0,689
New Zealand,44,0,584
New Zealand,45,0,631
New Zealand,46,0,586
New Zealand,47,0,612
New Zealand,48,0,650
New Zealand,49,0,642
New Zealand,50,0,639
New Zealand,51,0,670
New Zealand,52,0,625
New Zealand,53,0,674
New Zealand,1,1,667
New Zealand,2,0,631
New Zealand,3,0,659
New Zealand,4,0,603
New Zealand,5,1,641
New Zealand,6,0,647
New Zealand,7,0,591
New Zealand,8,0,603
New Zealand,9,0,640
New Zealand,10,0,618
New Zealand,11,0,630
New Zealand,12,0,638
New Zealand,13,0,679
New Zealand,14,0,632
New Zealand,15,0,629
New Zealand,16,0,639
New Zealand,17,0,687
New Zealand,18,0,656
New Zealand,19,0,638
New Zealand,20,0,680
New Zealand,21,0,658
New Zealand,22,0,682
New Zealand,23,0,683
New Zealand,24,0,738
New Zealand,25,0,664
New Zealand,26,0,662
New Zealand,27,0,743
New Zealand,28,0,762
New Zealand,29,0,754
New Zealand,30,0,756
New Zealand,31,0,780
New Zealand,32,0,787
New Zealand,33,0,770
New Zealand,34,1,704
New Zealand,35,0,734
New Zealand,36,0,712
New Zealand,37,0,644
New Zealand,38,0,655
New Zealand,39,1,645
New Zealand,40,0,643
New Zealand,41,0,650
New Zealand,42,0,677
New Zealand,43,1,637
New Zealand,44,0,647
New Zealand,45,5,657
New Zealand,46,5,661
New Zealand,47,0,635
New Zealand,48,1,630
New Zealand,49,1,663
New Zealand,50,1,603
New Zealand,51,4,699
New Zealand,52,1,620
New Zealand,1,2,675
New Zealand,2,0,610
New Zealand,3,1,632
New Zealand,4,0,647
New Zealand,5,0,661
New Zealand,6,1,679
New Zealand,7,11,631
New Zealand,8,20,607
New Zealand,9,34,649
New Zealand,10,62,670
New Zealand,11,93,683
New Zealand,12,92,659
New Zealand,13,69,682
New Zealand,14,82,613
New Zealand,15,86,672
New Zealand,16,51,698
New Zealand,17,61,650
New Zealand,18,53,660
New Zealand,19,47,746
New Zealand,20,8,752
New Zealand,21,85,725
New Zealand,22,53,735
New Zealand,23,50,721
New Zealand,24,53,796
New Zealand,25,60,754
New Zealand,26,74,687
Netherlands,1,0,3103
Netherlands,2,0,3364
Netherlands,3,0,3157
Netherlands,4,0,3046
Netherlands,5,0,3164
Netherlands,6,0,3196
Netherlands,7,0,3198
Netherlands,8,0,2959
Netherlands,9,0,3098
Netherlands,10,3,3104
Netherlands,11,17,3201
Netherlands,12,159,3455
Netherlands,13,592,3866
Netherlands,14,999,4086
Netherlands,15,976,4006
Netherlands,16,948,3360
Netherlands,17,794,3116
Netherlands,18,581,2802
Netherlands,19,386,2603
Netherlands,20,240,2537
Netherlands,21,142,2628
Netherlands,22,134,2598
Netherlands,23,57,2625
Netherlands,24,46,2643
Netherlands,25,31,2665
Netherlands,26,15,2644
Netherlands,27,22,2616
Netherlands,28,11,2608
Netherlands,29,3,2525
Netherlands,30,23,2650
Netherlands,31,9,2657
Netherlands,32,9,2633
Netherlands,33,15,3194
Netherlands,34,28,2828
Netherlands,35,24,2711
Netherlands,36,21,2671
Netherlands,37,11,2731
Netherlands,38,26,2695
Netherlands,39,97,2794
Netherlands,40,80,2922
Netherlands,41,130,2892
Netherlands,42,167,3055
Netherlands,43,295,3153
Netherlands,44,388,3299
Netherlands,45,571,3018
Netherlands,46,483,3097
Netherlands,47,406,2929
Netherlands,48,458,2947
Netherlands,49,339,3191
Netherlands,50,361,3254
Netherlands,51,443,3466
Netherlands,52,507,3360
Netherlands,53,615,3462
Netherlands,1,749,3395
Netherlands,2,645,3207
Netherlands,3,534,3328
Netherlands,4,458,3258
Netherlands,5,405,3249
Netherlands,6,413,3137
Netherlands,7,401,3127
Netherlands,8,346,2861
Netherlands,9,270,2835
Netherlands,10,236,3009
Netherlands,11,206,2837
Netherlands,12,190,2855
Netherlands,13,157,3021
Netherlands,14,149,3015
Netherlands,15,145,2996
Netherlands,16,133,3012
Netherlands,17,123,3002
Netherlands,18,151,2852
Netherlands,19,126,2892
Netherlands,20,95,2894
Netherlands,21,78,2728
Netherlands,22,58,2951
Netherlands,23,35,2849
Netherlands,24,16,2855
Netherlands,25,16,2659
Netherlands,26,15,2778
Netherlands,27,10,2828
Netherlands,28,11,2861
Netherlands,29,24,2752
Netherlands,30,29,2884
Netherlands,31,40,2919
Netherlands,32,46,2794
Netherlands,33,46,2853
Netherlands,34,50,2879
Netherlands,35,49,2811
Netherlands,36,31,3059
Netherlands,37,48,2870
Netherlands,38,40,2849
Netherlands,39,35,3037
Netherlands,40,25,3045
Netherlands,41,46,3016
Netherlands,42,70,3203
Netherlands,43,97,3288
Netherlands,44,150,3365
Netherlands,45,173,3611
Netherlands,46,232,3762
Netherlands,47,351,3839
Netherlands,48,351,4036
Netherlands,49,444,3920
Netherlands,50,356,3680
Netherlands,51,248,3492
Netherlands,52,241,3403
Netherlands,1,123,3311
Netherlands,2,75,3080
Netherlands,3,59,3131
Netherlands,4,62,3140
Netherlands,5,62,3222
Netherlands,6,66,3186
Netherlands,7,89,3286
Netherlands,8,65,3285
Netherlands,9,64,3167
Netherlands,10,95,3289
Netherlands,11,86,3513
Netherlands,12,106,3521
Netherlands,13,115,3445
Netherlands,14,85,3483
Netherlands,15,63,3448
Netherlands,16,60,3171
Netherlands,17,32,3101
Netherlands,18,23,3094
Netherlands,19,18,3096
Netherlands,20,13,3031
Netherlands,21,12,2898
Netherlands,22,8,2931
Netherlands,23,6,2902
Netherlands,24,11,2979
Netherlands,25,11,3091
Netherlands,26,27,3026
Netherlands,27,24,2941
Montenegro,1,0,86
Montenegro,2,0,119
Montenegro,3,0,145
Montenegro,4,0,133
Montenegro,5,0,139
Montenegro,6,0,150
Montenegro,7,0,130
Montenegro,8,0,142
Montenegro,9,0,119
Montenegro,10,0,141
Montenegro,11,0,113
Montenegro,12,0,126
Montenegro,13,1,149
Montenegro,14,1,117
Montenegro,15,1,122
Montenegro,16,2,111
Montenegro,17,2,99
Montenegro,18,1,111
Montenegro,19,1,94
Montenegro,20,0,115
Montenegro,21,0,113
Montenegro,22,0,115
Montenegro,23,0,112
Montenegro,24,0,113
Montenegro,25,0,101
Montenegro,26,2,113
Montenegro,27,3,151
Montenegro,28,9,128
Montenegro,29,9,137
Montenegro,30,11,145
Montenegro,31,8,143
Montenegro,32,13,118
Montenegro,33,13,99
Montenegro,34,7,130
Montenegro,35,14,125
Montenegro,36,10,138
Montenegro,37,12,112
Montenegro,38,16,115
Montenegro,39,22,132
Montenegro,40,21,128
Montenegro,41,23,124
Montenegro,42,34,125
Montenegro,43,30,153
Montenegro,44,47,129
Montenegro,45,24,150
Montenegro,46,54,110
Montenegro,47,48,152
Montenegro,48,48,121
Montenegro,49,46,121
Montenegro,50,49,114
Montenegro,51,44,152
Montenegro,52,40,152
Montenegro,53,23,217
Montenegro,1,36,163
Montenegro,2,20,158
Montenegro,3,23,171
Montenegro,4,37,136
Montenegro,5,33,170
Montenegro,6,52,153
Montenegro,7,60,151
Montenegro,8,53,167
Montenegro,9,64,156
Montenegro,10,62,150
Montenegro,11,70,161
Montenegro,12,46,138
Montenegro,13,60,162
Montenegro,14,68,129
Montenegro,15,56,130
Montenegro,16,36,157
Montenegro,17,40,148
Montenegro,18,35,119
Montenegro,19,21,145
Montenegro,20,13,143
Montenegro,21,9,101
Montenegro,22,9,134
Montenegro,23,9,87
Montenegro,24,4,132
Montenegro,25,4,120
Montenegro,26,6,125
Montenegro,27,5,132
Montenegro,28,3,113
Montenegro,29,1,129
Montenegro,30,6,141
Montenegro,31,5,131
Montenegro,32,9,173
Montenegro,33,27,140
Montenegro,34,45,132
Montenegro,35,41,127
Montenegro,36,43,133
Montenegro,37,49,141
Montenegro,38,46,139
Montenegro,39,39,145
Montenegro,40,52,119
Montenegro,41,37,161
Montenegro,42,42,124
Montenegro,43,38,151
Mexico,1,0,16742
Mexico,2,0,16899
Mexico,3,0,16386
Mexico,4,0,15793
Mexico,5,0,15415
Mexico,6,0,15882
Mexico,7,0,15065
Mexico,8,0,14663
Mexico,9,0,14085
Mexico,10,0,14189
Mexico,11,0,13951
Mexico,12,3,13263
Mexico,13,17,13766
Mexico,14,74,13528
Mexico,15,202,13909
Mexico,16,390,14693
Mexico,17,665,16503
Mexico,18,803,18102
Mexico,19,1311,19401
Mexico,20,1712,20710
Mexico,21,2217,21117
Mexico,22,2536,20751
Mexico,23,3769,20531
Mexico,24,3442,21476
Mexico,25,4684,20554
Mexico,26,4823,20142
Mexico,27,3991,21787
Mexico,28,4367,22367
Mexico,29,4178,22507
Mexico,30,4496,21472
Mexico,31,4066,20907
Mexico,32,4552,19394
Mexico,33,4459,18356
Mexico,34,3723,18136
Mexico,35,3678,17265
Mexico,36,3400,16886
Mexico,37,3263,16312
Mexico,38,2672,16252
Mexico,39,2937,16108
Mexico,40,2658,15936
Mexico,41,1904,17055
Mexico,42,2386,16555
Mexico,43,2757,16936
Mexico,44,2971,17438
Mexico,45,3132,18382
Mexico,46,3515,18264
Mexico,47,3134,19293
Mexico,48,3979,18688
Mexico,49,4062,19590
Mexico,50,4236,21236
Mexico,51,4249,22435
Mexico,52,4224,25505
Mexico,53,4787,28104
Mexico,1,6493,30133
Mexico,2,6998,36782
Mexico,3,8910,36110
Mexico,4,8922,28046
Mexico,5,7664,24486
Mexico,6,8007,19151
Mexico,7,5900,19698
Mexico,8,5608,18687
Mexico,9,4889,15906
Mexico,10,4106,15919
Mexico,11,3326,15454
Mexico,12,3587,14492
Mexico,13,2524,14757
Mexico,14,5191,12496
Mexico,15,3001,14240
Mexico,16,2608,13690
Mexico,17,2286,13527
Mexico,18,1752,13700
Mexico,19,1452,13649
Mexico,20,1210,13426
Mexico,21,1860,12884
Mexico,22,1025,13324
Mexico,23,1346,13170
Mexico,24,1037,13699
Mexico,25,1377,13411
Mexico,26,1058,14027
Mexico,27,1347,14620
Mexico,28,1362,15692
Mexico,29,2093,16952
Mexico,30,2610,18937
Mexico,31,3386,21146
Mexico,32,3747,22909
Mexico,33,4988,23362
Mexico,34,5010,22418
Mexico,35,4975,22152
Mexico,36,4608,20549
Mexico,37,3755,20126
Mexico,38,3947,18046
Mexico,39,3142,17366
Mexico,40,3494,15851
Mexico,41,2295,15870
Mexico,42,1878,15108
Mexico,43,2106,14265
Mexico,44,1369,15064
Mexico,45,1355,14985
Mexico,46,1283,15156
Mexico,47,1487,14571
Mexico,48,1344,14902
Mexico,49,1417,14618
Mexico,50,1215,15123
Mexico,51,924,15935
Mexico,52,785,16542
Mexico,1,790,17013
Mexico,2,1076,18685
Mexico,3,1773,22181
Mexico,4,2710,30030
Mexico,5,3653,23757
Mexico,6,3151,19921
Mexico,7,2991,17343
Mexico,8,2398,15125
Mexico,9,1773,14009
Mexico,10,1244,14003
Mexico,11,969,13580
Mexico,12,678,12929
Mexico,13,473,13405
Mexico,14,502,12638
Mexico,15,219,12765
Mexico,16,185,12892
Mexico,17,205,11949
Mexico,18,16,12860
Mexico,19,131,12934
Malta,1,0,93
Malta,2,0,93
Malta,3,0,107
Malta,4,0,88
Malta,5,0,77
Malta,6,0,90
Malta,7,0,72
Malta,8,0,73
Malta,9,0,68
Malta,10,0,70
Malta,11,0,90
Malta,12,0,104
Malta,13,0,80
Malta,14,0,75
Malta,15,3,74
Malta,16,0,93
Malta,17,1,55
Malta,18,0,74
Malta,19,1,70
Malta,20,1,70
Malta,21,0,52
Malta,22,3,64
Malta,23,0,65
Malta,24,0,57
Malta,25,0,61
Malta,26,0,47
Malta,27,0,69
Malta,28,0,62
Malta,29,0,64
Malta,30,0,62
Malta,31,0,64
Malta,32,0,63
Malta,33,0,58
Malta,34,1,80
Malta,35,2,71
Malta,36,2,69
Malta,37,1,63
Malta,38,5,58
Malta,39,11,69
Malta,40,8,76
Malta,41,2,69
Malta,42,4,58
Malta,43,6,61
Malta,44,13,76
Malta,45,14,70
Malta,46,21,74
Malta,47,14,75
Malta,48,22,71
Malta,49,18,88
Malta,50,18,84
Malta,51,21,88
Malta,52,20,94
Malta,53,10,80
Malta,1,13,80
Malta,2,6,78
Malta,3,12,105
Malta,4,16,77
Malta,5,15,73
Malta,6,11,81
Malta,7,11,98
Malta,8,11,96
Malta,9,19,89
Malta,10,17,88
Malta,11,21,73
Malta,12,15,71
Malta,13,11,67
Malta,14,4,62
Malta,15,7,62
Malta,16,4,60
Malta,17,3,56
Malta,18,1,69
Malta,19,0,77
Malta,20,0,75
Malta,21,2,75
Malta,22,0,53
Malta,23,0,57
Malta,24,1,67
Malta,25,0,56
Malta,26,0,92
Malta,27,0,66
Malta,28,0,76
Malta,29,1,62
Malta,30,2,60
Malta,31,3,87
Malta,32,4,88
Malta,33,6,48
Malta,34,4,72
Malta,35,4,65
Malta,36,5,67
Malta,37,4,69
Malta,38,4,46
Malta,39,2,82
Malta,40,0,66
Malta,41,0,54
Malta,42,0,87
Malta,43,2,55
Malta,44,1,70
Malta,45,0,64
Malta,46,1,79
Malta,47,5,74
Malta,48,0,80
Malta,49,2,75
Malta,50,1,87
Malta,51,4,104
Malta,52,4,88
Malta,1,8,89
Malta,2,19,72
Malta,3,26,98
Malta,4,15,106
